Customer_ID,Age,Gender,City,Unique_Categories,Total_Spend,Avg_Order_Value,Total_Quantity,Total_Discount,Total_Orders,Avg_Session_Time,Avg_Pages_Viewed,Avg_Delivery_Time,Avg_Rating,Returning_Customer,Recency_Days,Cluster,Segment_At Risk Customers,Segment_Low Value Customers,Segment_Regular Customers,Segment_VIP Customers
1410,50,0,1284,1,228.3,228.3,1,0.0,1,16.0,10.0,6.0,5.0,1,13,3,0,1,0,0
1411,41,0,378,1,172.64,172.64,2,0.0,1,12.0,10.0,1.0,3.0,1,238,1,0,0,1,0
1412,40,0,1284,1,1066.74,1066.74,2,21.9,1,23.0,16.0,8.0,3.0,0,276,3,0,1,0,0
1413,60,0,735,1,119.27,119.27,1,21.9,1,6.0,5.0,9.0,3.0,1,47,1,0,0,1,0
1414,27,0,1284,1,15.73,15.73,1,0.0,1,11.0,7.0,3.0,4.0,0,191,3,0,1,0,0
1415,46,0,1284,1,30.54,30.54,1,9.88,1,20.0,6.0,4.0,4.0,1,314,3,0,1,0,0
1416,35,0,1284,1,265.1,265.1,1,18.95,1,18.0,8.0,2.0,4.0,0,30,3,0,1,0,0
1417,38,0,1284,1,41.21,41.21,1,0.0,1,13.0,7.0,5.0,5.0,0,449,3,0,1,0,0
1418,53,0,374,1,102.22,102.22,1,0.0,1,9.0,8.0,6.0,5.0,1,306,1,0,0,1,0
1419,41,0,349,1,102.9,102.9,2,0.0,1,8.0,8.0,6.0,5.0,1,79,1,0,0,1,0
1420,41,0,735,1,1361.17,1361.17,1,0.0,1,19.0,13.0,5.0,4.0,0,298,1,0,0,1,0
1421,47,0,317,1,3275.64,3275.64,2,0.0,1,23.0,5.0,2.0,5.0,1,22,1,0,0,1,0
1422,30,0,1284,1,80.11,80.11,1,0.0,1,24.0,8.0,1.0,5.0,1,150,3,0,1,0,0
1423,24,0,735,1,227.36,227.36,1,0.0,1,11.0,12.0,5.0,5.0,1,154,1,0,0,1,0
1424,22,0,1284,1,1889.26,1889.26,1,21.9,1,9.0,13.0,4.0,2.0,1,113,3,0,1,0,0
1425,18,0,374,1,649.88,649.88,4,0.0,1,16.0,8.0,7.0,1.0,1,200,2,1,0,0,0
1426,59,0,600,1,988.2,988.2,5,0.0,1,12.0,9.0,5.0,3.0,1,7,2,1,0,0,0
1427,21,0,496,1,583.2,583.2,3,0.0,1,10.0,11.0,5.0,5.0,1,374,2,1,0,0,0
1428,32,0,378,1,1964.52,1964.52,2,0.0,1,11.0,6.0,2.0,4.0,1,222,1,0,0,1,0
1429,31,0,496,1,74.19,74.19,4,1.37,1,18.0,8.0,7.0,4.0,1,175,2,1,0,0,0
1430,38,0,374,1,54.73,54.73,1,0.0,1,9.0,11.0,5.0,4.0,1,203,1,0,0,1,0
1431,44,0,257,1,24.69,24.69,1,0.0,1,9.0,7.0,11.0,5.0,0,274,1,0,0,1,0
1432,45,0,735,1,99.94,99.94,1,21.9,1,12.0,6.0,7.0,5.0,1,280,1,0,0,1,0
1433,28,0,735,1,1731.75,1731.75,2,21.9,1,7.0,13.0,4.0,5.0,1,168,1,0,0,1,0
1434,32,0,378,1,6291.0,6291.0,5,0.0,1,17.0,12.0,5.0,5.0,1,60,0,0,0,0,1
1435,38,0,496,1,989.72,989.72,2,0.0,1,7.0,8.0,7.0,4.0,1,172,1,0,0,1,0
1436,32,0,1284,1,628.11,628.11,5,17.49,1,12.0,5.0,10.0,4.0,1,257,2,1,0,0,0
1437,54,0,735,1,3503.98,3503.98,5,21.9,1,14.0,13.0,4.0,5.0,1,217,2,1,0,0,0
1438,40,0,600,1,299.76,299.76,4,0.0,1,1.0,8.0,10.0,5.0,0,286,2,1,0,0,0
1439,43,0,600,1,29.22,29.22,2,0.0,1,11.0,4.0,9.0,5.0,0,5,1,0,0,1,0
1440,42,0,1284,1,790.25,790.25,1,0.0,1,17.0,10.0,18.0,2.0,1,354,3,0,1,0,0
1441,49,0,257,1,67.86,67.86,2,0.0,1,5.0,10.0,4.0,1.0,1,93,1,0,0,1,0
1442,37,0,378,1,2303.77,2303.77,1,0.0,1,12.0,12.0,6.0,3.0,1,328,1,0,0,1,0
1443,19,0,600,1,371.2,371.2,4,0.0,1,10.0,8.0,6.0,4.0,1,158,2,1,0,0,0
1444,39,0,374,1,18.18,18.18,1,0.0,1,8.0,14.0,12.0,4.0,0,254,1,0,0,1,0
1445,27,0,317,1,766.43,766.43,3,13.6,1,8.0,11.0,3.0,5.0,0,331,2,1,0,0,0
1446,28,0,1284,1,51.56,51.56,1,14.82,1,10.0,11.0,12.0,5.0,1,12,3,0,1,0,0
1447,42,0,735,1,109.7,109.7,2,0.0,1,25.0,8.0,3.0,4.0,1,53,1,0,0,1,0
1448,49,0,496,1,292.47,292.47,3,0.0,1,16.0,12.0,8.0,3.0,0,240,1,0,0,1,0
1449,35,0,349,1,3630.11,3630.11,2,21.9,1,12.0,6.0,9.0,5.0,1,428,1,0,0,1,0
1450,38,0,1284,1,3825.02,3825.02,2,0.0,1,20.0,13.0,4.0,4.0,1,288,3,0,1,0,0
1451,55,0,210,1,124.16,124.16,2,0.0,1,15.0,6.0,3.0,5.0,0,69,1,0,0,1,0
1452,37,0,600,1,2542.78,2542.78,1,0.0,1,21.0,11.0,3.0,4.0,1,208,1,0,0,1,0
1453,66,0,735,1,216.61,216.61,1,0.0,1,9.0,10.0,3.0,2.0,1,89,1,0,0,1,0
1454,41,0,735,1,128.13,128.13,1,0.0,1,11.0,5.0,9.0,2.0,1,35,1,0,0,1,0
1455,18,0,1284,1,567.28,567.28,4,0.0,1,27.0,6.0,4.0,4.0,0,255,3,0,1,0,0
1456,44,0,349,1,246.89,246.89,1,0.0,1,4.0,13.0,3.0,4.0,0,253,1,0,0,1,0
1457,39,0,257,1,1332.14,1332.14,1,21.9,1,19.0,5.0,9.0,5.0,1,111,1,0,0,1,0
1458,50,0,600,1,952.55,952.55,5,0.0,1,14.0,12.0,4.0,5.0,1,45,2,1,0,0,0
1459,43,0,257,1,387.74,387.74,2,0.0,1,10.0,11.0,8.0,5.0,0,30,1,0,0,1,0
1460,33,0,349,1,335.45,335.45,1,21.9,1,46.0,10.0,3.0,5.0,0,117,1,0,0,1,0
1461,20,0,600,1,1762.3,1762.3,1,21.9,1,5.0,9.0,5.0,4.0,1,373,1,0,0,1,0
1462,32,0,374,1,167.25,167.25,3,0.0,1,3.0,7.0,3.0,4.0,0,197,1,0,0,1,0
1463,24,0,600,1,159.16,159.16,2,0.0,1,18.0,10.0,4.0,5.0,1,432,1,0,0,1,0
1464,28,0,496,1,197.25,197.25,1,0.0,1,5.0,13.0,6.0,2.0,1,386,1,0,0,1,0
1465,42,0,1284,1,577.2,577.2,5,0.0,1,16.0,12.0,11.0,5.0,1,193,2,1,0,0,0
1466,55,0,374,1,1142.85,1142.85,1,0.0,1,14.0,6.0,11.0,4.0,1,148,1,0,0,1,0
1467,39,0,1284,1,333.2,333.2,4,0.0,1,3.0,7.0,5.0,5.0,0,281,3,0,1,0,0
1468,20,0,349,1,160.15,160.15,1,0.0,1,29.0,15.0,7.0,5.0,1,5,1,0,0,1,0
1469,40,0,349,1,1041.73,1041.73,1,21.9,1,8.0,6.0,3.0,4.0,1,399,1,0,0,1,0
1470,49,0,1284,1,529.58,529.58,1,0.0,1,14.0,6.0,8.0,2.0,0,3,3,0,1,0,0
1471,27,0,735,1,1439.69,1439.69,5,21.9,1,38.0,6.0,11.0,4.0,0,18,2,1,0,0,0
1472,33,0,600,1,1968.83,1968.83,1,0.0,1,33.0,4.0,3.0,4.0,0,225,1,0,0,1,0
1473,35,0,496,1,266.75,266.75,1,0.0,1,36.0,8.0,6.0,5.0,1,399,1,0,0,1,0
1474,25,0,735,1,596.12,596.12,1,0.0,1,15.0,9.0,1.0,1.0,1,181,1,0,0,1,0
1475,42,0,496,1,404.29,404.29,1,21.9,1,17.0,13.0,9.0,4.0,1,217,1,0,0,1,0
1476,33,0,735,1,214.26,214.26,3,0.0,1,8.0,11.0,3.0,5.0,1,443,2,1,0,0,0
1477,40,0,1284,1,108.44,108.44,2,0.0,1,9.0,10.0,3.0,5.0,1,81,3,0,1,0,0
1478,24,0,1284,1,845.25,845.25,4,21.9,1,24.0,8.0,4.0,3.0,1,377,3,0,1,0,0
1479,29,0,1284,1,3433.37,3433.37,3,21.9,1,25.0,8.0,3.0,5.0,1,241,3,0,1,0,0
1480,43,0,349,1,33.48,33.48,1,14.06,1,7.0,10.0,4.0,3.0,1,5,1,0,0,1,0
1481,30,0,210,1,842.39,842.39,1,0.0,1,9.0,5.0,8.0,5.0,0,115,1,0,0,1,0
1482,55,0,600,1,340.45,340.45,5,0.0,1,20.0,18.0,3.0,3.0,1,371,2,1,0,0,0
1483,30,0,600,1,996.79,996.79,1,0.0,1,5.0,9.0,8.0,5.0,1,412,1,0,0,1,0
1484,37,0,1284,1,141.08,141.08,1,21.9,1,18.0,9.0,1.0,5.0,1,210,3,0,1,0,0
1485,46,0,496,1,97.46,97.46,2,0.0,1,8.0,8.0,5.0,4.0,1,50,1,0,0,1,0
1486,18,0,1284,1,3045.68,3045.68,4,0.0,1,20.0,10.0,4.0,4.0,1,315,2,1,0,0,0
1487,18,0,496,1,2780.35,2780.35,1,0.0,1,25.0,6.0,13.0,3.0,1,277,1,0,0,1,0
1488,18,0,257,1,106.17,106.17,1,0.0,1,9.0,8.0,3.0,5.0,0,131,1,0,0,1,0
1489,50,0,1284,1,179.43,179.43,3,0.0,1,11.0,11.0,7.0,5.0,1,96,3,0,1,0,0
1490,28,0,378,1,350.68,350.68,1,0.0,1,27.0,6.0,3.0,5.0,0,247,1,0,0,1,0
1491,65,0,1284,1,183.3,183.3,2,0.0,1,31.0,9.0,5.0,5.0,1,118,3,0,1,0,0
1492,28,0,735,1,200.88,200.88,4,0.0,1,11.0,13.0,5.0,5.0,1,409,2,1,0,0,0
1493,37,0,1284,1,474.06,474.06,2,21.9,1,16.0,11.0,6.0,5.0,1,14,3,0,1,0,0
1494,53,0,735,1,45.4,45.4,1,4.69,1,8.0,6.0,11.0,5.0,1,282,1,0,0,1,0
1495,59,0,1284,1,75.51,75.51,3,1.8,1,6.0,13.0,5.0,3.0,1,14,3,0,1,0,0
1496,59,0,735,1,67.64,67.64,1,0.0,1,8.0,16.0,5.0,5.0,0,105,1,0,0,1,0
1497,49,0,600,1,2470.44,2470.44,2,0.0,1,14.0,14.0,9.0,4.0,1,11,1,0,0,1,0
1498,47,0,735,1,179.31,179.31,3,6.6,1,11.0,7.0,9.0,5.0,1,177,2,1,0,0,0
1499,42,0,374,1,58.16,58.16,1,0.0,1,5.0,7.0,10.0,4.0,1,256,1,0,0,1,0
1500,44,0,257,1,4051.08,4051.08,1,0.0,1,2.0,13.0,6.0,4.0,0,288,1,0,0,1,0
1501,28,0,600,1,1159.39,1159.39,1,21.9,1,6.0,8.0,5.0,3.0,0,130,1,0,0,1,0
1502,25,0,1284,1,216.39,216.39,3,0.0,1,20.0,10.0,7.0,5.0,0,83,3,0,1,0,0
1503,34,0,735,1,1897.1,1897.1,1,0.0,1,21.0,11.0,5.0,2.0,1,62,1,0,0,1,0
1504,32,0,317,1,654.07,654.07,5,16.28,1,24.0,9.0,2.0,5.0,1,201,2,1,0,0,0
1505,29,0,496,1,30.23,30.23,2,5.25,1,15.0,9.0,2.0,4.0,0,4,1,0,0,1,0
1506,43,0,600,1,43.56,43.56,1,0.0,1,37.0,11.0,6.0,4.0,0,173,1,0,0,1,0
1507,46,0,1284,1,2079.0,2079.0,4,21.9,1,11.0,9.0,4.0,1.0,0,432,3,0,1,0,0
1508,36,0,600,1,1182.84,1182.84,3,0.0,1,13.0,7.0,3.0,3.0,1,134,2,1,0,0,0
1509,52,0,735,1,58.63,58.63,1,0.0,1,12.0,6.0,2.0,4.0,1,415,1,0,0,1,0
1510,21,0,257,1,141.87,141.87,1,0.0,1,8.0,7.0,3.0,4.0,0,330,1,0,0,1,0
1511,32,0,317,1,674.86,674.86,1,21.9,1,16.0,9.0,6.0,3.0,1,127,1,0,0,1,0
1512,26,0,1284,1,323.22,323.22,1,0.0,1,3.0,11.0,12.0,1.0,1,100,3,0,1,0,0
1513,18,0,600,1,5803.08,5803.08,3,0.0,1,19.0,6.0,6.0,4.0,1,303,0,0,0,0,1
1514,34,0,1284,1,3102.36,3102.36,2,0.0,1,22.0,6.0,5.0,5.0,1,334,3,0,1,0,0
1515,33,0,600,1,453.89,453.89,1,0.0,1,23.0,8.0,4.0,4.0,1,68,1,0,0,1,0
1516,53,0,317,1,959.12,959.12,2,0.0,1,7.0,9.0,8.0,4.0,1,404,1,0,0,1,0
1517,42,0,496,1,2782.36,2782.36,2,0.0,1,8.0,10.0,5.0,4.0,1,228,1,0,0,1,0
1518,22,0,735,1,19.61,19.61,1,0.0,1,16.0,3.0,4.0,4.0,0,400,1,0,0,1,0
1519,57,0,1284,1,37.54,37.54,1,0.0,1,10.0,7.0,3.0,4.0,0,61,3,0,1,0,0
1520,49,0,349,1,119.0,119.0,1,21.9,1,22.0,8.0,4.0,5.0,0,126,1,0,0,1,0
1521,41,0,374,1,1277.3,1277.3,1,21.9,1,12.0,14.0,8.0,5.0,0,90,1,0,0,1,0
1522,32,0,600,1,42.77,42.77,1,0.0,1,9.0,6.0,7.0,1.0,1,4,1,0,0,1,0
1523,23,0,1284,1,511.01,511.01,1,0.0,1,11.0,8.0,5.0,3.0,1,399,3,0,1,0,0
1524,30,0,735,1,178.76,178.76,1,21.9,1,17.0,14.0,6.0,3.0,1,223,1,0,0,1,0
1525,48,0,257,1,169.92,169.92,3,0.0,1,6.0,12.0,4.0,4.0,0,365,1,0,0,1,0
1526,57,0,496,1,65.91,65.91,1,0.0,1,37.0,9.0,7.0,1.0,0,95,1,0,0,1,0
1527,53,0,600,1,510.29,510.29,1,0.0,1,22.0,8.0,6.0,4.0,1,297,1,0,0,1,0
1528,29,0,496,1,8958.5,8958.5,4,21.9,1,9.0,14.0,3.0,5.0,1,436,0,0,0,0,1
1529,21,0,378,1,4879.14,4879.14,1,0.0,1,8.0,15.0,5.0,1.0,1,427,1,0,0,1,0
1530,36,0,735,1,325.34,325.34,5,12.01,1,7.0,11.0,4.0,4.0,0,284,2,1,0,0,0
1531,18,0,1284,1,169.18,169.18,2,0.0,1,12.0,7.0,10.0,5.0,0,43,3,0,1,0,0
1532,38,0,496,1,222.64,222.64,1,0.0,1,6.0,12.0,7.0,3.0,0,422,1,0,0,1,0
1533,33,0,374,1,247.05,247.05,1,0.0,1,12.0,14.0,10.0,2.0,1,300,1,0,0,1,0
1534,29,0,378,1,617.64,617.64,1,21.9,1,11.0,6.0,3.0,5.0,0,267,1,0,0,1,0
1535,18,0,317,1,452.51,452.51,3,8.32,1,5.0,10.0,9.0,1.0,0,259,2,1,0,0,0
1536,41,0,735,1,2221.04,2221.04,2,0.0,1,10.0,6.0,4.0,5.0,1,230,1,0,0,1,0
1537,28,0,1284,1,1851.4,1851.4,5,0.0,1,8.0,14.0,2.0,2.0,1,376,2,1,0,0,0
1538,20,0,257,1,1549.86,1549.86,1,21.9,1,14.0,8.0,5.0,4.0,1,325,1,0,0,1,0
1539,18,0,600,1,145.64,145.64,1,0.0,1,5.0,14.0,4.0,5.0,0,179,1,0,0,1,0
1540,34,0,374,1,1306.92,1306.92,3,0.0,1,4.0,15.0,4.0,3.0,1,240,2,1,0,0,0
1541,56,0,374,1,191.72,191.72,2,0.0,1,10.0,12.0,5.0,2.0,1,161,1,0,0,1,0
1542,54,0,496,1,581.44,581.44,2,0.0,1,13.0,8.0,9.0,3.0,1,101,1,0,0,1,0
1543,29,0,1284,1,1898.04,1898.04,3,0.0,1,11.0,9.0,7.0,5.0,1,45,3,0,1,0,0
1544,27,0,378,1,59.02,59.02,2,0.0,1,9.0,7.0,7.0,5.0,1,358,1,0,0,1,0
1545,40,0,349,1,745.35,745.35,5,0.0,1,14.0,6.0,7.0,3.0,1,363,2,1,0,0,0
1546,23,0,496,1,29.91,29.91,1,0.0,1,6.0,10.0,3.0,5.0,0,361,1,0,0,1,0
1547,38,0,600,1,247.56,247.56,1,21.9,1,5.0,8.0,2.0,5.0,0,410,1,0,0,1,0
1548,44,0,1284,1,1880.11,1880.11,2,21.9,1,4.0,15.0,5.0,5.0,1,138,3,0,1,0,0
1549,49,0,1284,1,234.96,234.96,1,21.9,1,15.0,4.0,7.0,4.0,0,5,3,0,1,0,0
1550,33,0,735,1,604.45,604.45,1,0.0,1,36.0,12.0,6.0,5.0,1,255,1,0,0,1,0
1551,32,0,735,1,39.39,39.39,1,0.0,1,7.0,6.0,6.0,4.0,0,133,1,0,0,1,0
1552,24,0,257,1,922.74,922.74,1,21.9,1,5.0,5.0,7.0,5.0,1,101,1,0,0,1,0
1553,25,0,349,1,2062.96,2062.96,4,0.0,1,20.0,14.0,5.0,2.0,1,327,2,1,0,0,0
1554,32,0,374,1,20.18,20.18,1,0.0,1,22.0,9.0,5.0,3.0,0,196,1,0,0,1,0
1555,39,0,600,1,3531.45,3531.45,5,0.0,1,8.0,7.0,4.0,5.0,1,152,2,1,0,0,0
1556,45,0,1284,1,7990.67,7990.67,3,21.9,1,11.0,7.0,10.0,5.0,1,377,0,0,0,0,1
1557,25,0,210,1,432.55,432.55,1,0.0,1,13.0,15.0,2.0,4.0,1,332,1,0,0,1,0
1558,52,0,735,1,604.72,604.72,5,6.58,1,34.0,10.0,9.0,4.0,0,214,2,1,0,0,0
1559,31,0,1284,1,20.11,20.11,1,6.69,1,5.0,11.0,2.0,4.0,0,124,3,0,1,0,0
1560,34,0,600,1,1904.37,1904.37,3,0.0,1,7.0,8.0,8.0,1.0,0,320,2,1,0,0,0
1561,26,0,317,1,191.78,191.78,1,0.0,1,10.0,11.0,5.0,1.0,0,215,1,0,0,1,0
1562,18,0,317,1,681.3,681.3,2,0.0,1,1.0,8.0,9.0,2.0,0,320,1,0,0,1,0
1563,45,0,1284,1,91.73,91.73,1,0.0,1,16.0,15.0,8.0,4.0,1,109,3,0,1,0,0
1564,43,0,317,1,560.8,560.8,2,0.0,1,16.0,9.0,3.0,3.0,1,446,1,0,0,1,0
1565,31,0,735,1,2043.44,2043.44,5,21.46,1,6.0,6.0,1.0,3.0,1,39,2,1,0,0,0
1566,35,0,1284,1,650.68,650.68,2,21.9,1,13.0,14.0,4.0,5.0,0,212,3,0,1,0,0
1567,41,0,349,1,430.77,430.77,1,21.9,1,16.0,7.0,5.0,2.0,1,303,1,0,0,1,0
1568,18,0,317,1,148.12,148.12,2,0.0,1,12.0,10.0,1.0,5.0,1,104,1,0,0,1,0
1569,28,0,496,1,165.18,165.18,2,0.0,1,4.0,15.0,6.0,5.0,1,171,1,0,0,1,0
1570,44,0,496,1,199.45,199.45,5,0.0,1,23.0,8.0,5.0,3.0,0,370,2,1,0,0,0
1571,19,0,349,1,373.84,373.84,4,0.0,1,8.0,5.0,4.0,3.0,0,413,2,1,0,0,0
1572,38,0,349,1,284.06,284.06,2,0.0,1,17.0,8.0,6.0,4.0,1,224,1,0,0,1,0
1573,18,0,317,1,461.26,461.26,2,0.0,1,18.0,9.0,9.0,4.0,0,274,1,0,0,1,0
1574,40,0,496,1,2470.9,2470.9,1,21.9,1,15.0,7.0,9.0,4.0,0,150,1,0,0,1,0
1575,34,0,210,1,2085.9,2085.9,5,0.0,1,7.0,10.0,6.0,4.0,0,297,2,1,0,0,0
1576,18,0,210,1,89.46,89.46,1,5.12,1,13.0,9.0,6.0,5.0,1,123,1,0,0,1,0
1577,48,0,1284,1,161.48,161.48,3,11.98,1,8.0,9.0,1.0,2.0,1,233,3,0,1,0,0
1578,26,0,349,1,286.26,286.26,2,0.0,1,29.0,6.0,8.0,5.0,1,97,1,0,0,1,0
1579,25,0,600,1,298.34,298.34,2,0.0,1,2.0,5.0,12.0,3.0,1,322,1,0,0,1,0
1580,37,0,735,1,1966.96,1966.96,2,0.0,1,11.0,14.0,5.0,4.0,0,217,1,0,0,1,0
1581,48,0,496,1,812.1,812.1,3,0.0,1,14.0,9.0,7.0,2.0,1,18,2,1,0,0,0
1582,22,0,1284,1,730.66,730.66,1,0.0,1,8.0,13.0,6.0,4.0,0,296,3,0,1,0,0
1583,35,0,600,1,1020.55,1020.55,5,0.0,1,24.0,11.0,5.0,5.0,0,349,2,1,0,0,0
1584,40,0,317,1,1093.16,1093.16,1,0.0,1,18.0,14.0,8.0,2.0,1,254,1,0,0,1,0
1585,43,0,1284,1,3309.76,3309.76,5,21.9,1,22.0,7.0,4.0,3.0,1,14,2,1,0,0,0
1586,37,0,600,1,114.52,114.52,1,0.0,1,19.0,9.0,5.0,4.0,1,203,1,0,0,1,0
1587,30,0,257,1,154.35,154.35,2,4.15,1,7.0,12.0,4.0,2.0,1,396,1,0,0,1,0
1588,25,0,600,1,137.6,137.6,1,0.0,1,6.0,13.0,13.0,5.0,0,329,1,0,0,1,0
1589,36,0,735,1,146.96,146.96,2,0.0,1,4.0,11.0,3.0,5.0,0,255,1,0,0,1,0
1590,22,0,600,1,60.04,60.04,2,0.0,1,7.0,10.0,7.0,5.0,0,158,1,0,0,1,0
1591,18,0,600,1,125.85,125.85,5,0.0,1,9.0,10.0,3.0,4.0,0,267,2,1,0,0,0
1592,40,0,374,1,679.25,679.25,5,0.0,1,19.0,11.0,6.0,4.0,0,156,2,1,0,0,0
1593,45,0,349,1,1176.54,1176.54,5,21.9,1,7.0,6.0,7.0,3.0,1,299,2,1,0,0,0
1594,18,0,600,1,284.6,284.6,1,21.9,1,15.0,12.0,2.0,5.0,1,92,1,0,0,1,0
1595,22,0,349,1,8.92,8.92,1,0.0,1,11.0,7.0,2.0,4.0,1,299,1,0,0,1,0
1596,42,0,496,1,688.33,688.33,4,21.9,1,17.0,9.0,3.0,5.0,0,439,2,1,0,0,0
1597,59,0,735,1,283.44,283.44,4,0.0,1,21.0,8.0,3.0,5.0,0,26,2,1,0,0,0
1598,35,0,374,1,1298.46,1298.46,1,0.0,1,14.0,6.0,3.0,5.0,0,113,1,0,0,1,0
1599,26,0,378,1,903.92,903.92,4,0.0,1,5.0,8.0,6.0,4.0,0,248,2,1,0,0,0
1600,32,0,496,1,827.26,827.26,3,21.9,1,15.0,10.0,4.0,4.0,0,310,2,1,0,0,0
1601,51,0,1284,1,655.2,655.2,5,0.0,1,27.0,7.0,8.0,5.0,0,446,2,1,0,0,0
1602,27,0,1284,1,6475.94,6475.94,2,0.0,1,6.0,8.0,12.0,5.0,0,161,0,0,0,0,1
1603,25,0,735,1,105.03,105.03,1,0.0,1,25.0,6.0,2.0,5.0,1,8,1,0,0,1,0
1604,29,0,735,1,218.82,218.82,2,0.0,1,8.0,9.0,12.0,3.0,1,99,1,0,0,1,0
1605,23,0,374,1,65.48,65.48,1,0.0,1,12.0,15.0,8.0,5.0,0,52,1,0,0,1,0
1606,36,0,1284,1,240.83,240.83,2,21.9,1,7.0,6.0,7.0,4.0,0,69,3,0,1,0,0
1607,54,0,378,1,706.29,706.29,5,21.9,1,11.0,12.0,5.0,4.0,0,425,2,1,0,0,0
1608,38,0,735,1,1967.61,1967.61,3,0.0,1,28.0,6.0,6.0,5.0,1,140,2,1,0,0,0
1609,31,0,735,1,276.85,276.85,3,5.45,1,4.0,6.0,3.0,4.0,0,69,2,1,0,0,0
1610,31,0,496,1,368.22,368.22,1,0.0,1,25.0,10.0,6.0,5.0,1,196,1,0,0,1,0
1611,18,0,1284,1,473.7,473.7,5,0.0,1,9.0,10.0,10.0,4.0,1,24,2,1,0,0,0
1612,45,0,317,1,191.38,191.38,2,0.0,1,10.0,7.0,3.0,4.0,1,304,1,0,0,1,0
1613,34,0,1284,1,2388.48,2388.48,3,0.0,1,4.0,6.0,7.0,1.0,1,53,3,0,1,0,0
1614,32,0,600,1,57.66,57.66,1,0.0,1,6.0,7.0,9.0,4.0,0,41,1,0,0,1,0
1615,73,0,349,1,20.29,20.29,1,0.0,1,18.0,14.0,4.0,4.0,1,333,1,0,0,1,0
1616,38,0,496,1,77.65,77.65,1,0.0,1,16.0,6.0,7.0,4.0,0,140,1,0,0,1,0
1617,25,0,735,1,542.3,542.3,5,0.0,1,25.0,8.0,8.0,5.0,1,40,2,1,0,0,0
1618,29,0,600,1,294.31,294.31,5,7.94,1,6.0,11.0,13.0,4.0,1,270,2,1,0,0,0
1619,48,0,378,1,207.14,207.14,1,0.0,1,16.0,9.0,10.0,5.0,0,338,1,0,0,1,0
1620,36,0,210,1,68.27,68.27,1,12.87,1,11.0,12.0,10.0,4.0,0,125,1,0,0,1,0
1621,18,0,317,1,448.51,448.51,1,0.0,1,19.0,11.0,4.0,5.0,0,353,1,0,0,1,0
1622,46,0,735,1,6055.6,6055.6,5,0.0,1,2.0,10.0,7.0,2.0,1,133,0,0,0,0,1
1623,26,0,210,1,101.4,101.4,5,0.0,1,12.0,10.0,5.0,3.0,1,322,2,1,0,0,0
1624,57,0,1284,1,186.54,186.54,1,0.0,1,13.0,6.0,2.0,5.0,1,103,3,0,1,0,0
1625,47,0,1284,1,564.9,564.9,5,0.0,1,12.0,3.0,3.0,1.0,0,64,2,1,0,0,0
1626,29,0,349,1,115.6,115.6,1,0.0,1,7.0,7.0,6.0,5.0,1,81,1,0,0,1,0
1627,50,0,1284,1,41.8,41.8,1,0.0,1,17.0,10.0,5.0,3.0,0,58,3,0,1,0,0
1628,35,0,1284,1,58.9,58.9,2,0.0,1,13.0,11.0,12.0,5.0,1,113,3,0,1,0,0
1629,45,0,1284,1,1292.08,1292.08,4,0.0,1,4.0,9.0,6.0,4.0,0,102,3,0,1,0,0
1630,40,0,600,1,224.04,224.04,2,0.0,1,3.0,11.0,9.0,4.0,1,21,1,0,0,1,0
1631,24,0,378,1,477.56,477.56,2,0.0,1,13.0,9.0,7.0,2.0,0,380,1,0,0,1,0
1632,27,0,374,1,459.98,459.98,1,0.0,1,5.0,8.0,7.0,4.0,1,129,1,0,0,1,0
1633,47,0,1284,1,6185.9,6185.9,5,0.0,1,13.0,12.0,8.0,3.0,1,401,0,0,0,0,1
1634,30,0,600,1,940.84,940.84,4,21.9,1,16.0,10.0,5.0,4.0,0,129,2,1,0,0,0
1635,30,0,257,1,175.76,175.76,5,4.14,1,2.0,13.0,5.0,4.0,1,120,2,1,0,0,0
1636,23,0,349,1,193.65,193.65,3,0.0,1,10.0,6.0,4.0,5.0,1,430,1,0,0,1,0
1637,40,0,735,1,1652.46,1652.46,3,21.9,1,8.0,14.0,5.0,5.0,0,292,2,1,0,0,0
1638,59,0,210,1,139.74,139.74,2,11.14,1,9.0,5.0,6.0,4.0,0,47,1,0,0,1,0
1639,22,0,378,1,37.9,37.9,1,0.0,1,6.0,9.0,7.0,3.0,1,225,1,0,0,1,0
1640,35,0,1284,1,246.5,246.5,2,11.32,1,20.0,5.0,6.0,4.0,0,433,3,0,1,0,0
1641,51,0,1284,1,796.22,796.22,2,0.0,1,23.0,8.0,6.0,5.0,1,154,3,0,1,0,0
1642,34,0,1284,1,49.28,49.28,1,14.67,1,7.0,9.0,7.0,3.0,0,264,3,0,1,0,0
1643,40,0,378,1,615.58,615.58,1,0.0,1,7.0,9.0,1.0,4.0,1,76,1,0,0,1,0
1644,22,0,1284,1,29.32,29.32,1,4.49,1,2.0,10.0,4.0,1.0,1,383,3,0,1,0,0
1645,40,0,600,1,37.24,37.24,1,0.0,1,6.0,6.0,4.0,3.0,1,404,1,0,0,1,0
1646,32,0,1284,1,365.0,365.0,5,0.0,1,9.0,8.0,6.0,4.0,1,299,2,1,0,0,0
1647,46,0,257,1,797.68,797.68,1,21.9,1,6.0,10.0,7.0,4.0,1,283,1,0,0,1,0
1648,49,0,735,1,767.16,767.16,2,0.0,1,4.0,11.0,3.0,4.0,1,68,1,0,0,1,0
